disc_loss,gen_loss,valid
0.02040166,-0.17026916,0.86
0.04362737,-0.17194802,0.87
0.05210452,-0.14470421,0.9
0.05350466,0.36568555,0.8
0.0488026,0.26964027,0.95
0.03901567,0.06985949,0.81
0.04295567,-0.01458451,0.87
0.10165535,0.77353299,0.81
0.03694518,-0.08587538,0.88
0.0366736,0.05010942,0.88
0.04288227,0.22075915,0.75
0.02200602,0.04233179,0.93
0.06843647,-0.2685385,0.85
0.0618905,0.31253165,0.83
0.03780594,-0.09011096,0.93
0.1248687,-0.22109589,0.76
0.02801982,-0.0579158,0.75
0.0393666,-0.2098978,0.93
0.04281726,-0.26723358,0.87
0.03307016,-0.18407036,0.89
0.05123695,0.4965978,0.85
0.09250557,0.29650971,0.92
0.06003309,0.30594346,0.84
0.04064131,0.34197262,0.91
0.03879917,0.11436483,0.9
0.08535139,-0.24413712,0.81
0.05596037,0.31852493,0.8
0.02275066,-0.38765195,0.86
0.06247794,0.35790566,0.87
0.05785317,0.35534608,0.83
0.05184918,-0.27749804,0.79
0.04107985,-0.23852329,0.7
0.04113382,-0.29167143,0.83
0.02895793,0.13741754,0.78
0.03699566,-0.14902237,0.89
0.05868755,-0.19663635,0.91
0.04184123,0.20828187,0.75
0.02311637,-0.10186888,0.92
0.02776255,0.07514498,0.64
0.0421149,0.1188444,0.87
0.04582287,0.0021256,0.89
0.08144545,-0.38519436,0.94
0.01596292,0.04015748,0.87
0.04088327,-0.4296822,0.86
0.0179248,-0.33425885,0.75
0.05951698,0.48599663,0.89
0.05766028,-0.46234173,0.88
0.04663336,-0.41540825,0.91
0.03074271,-0.25415891,0.85
0.03818723,0.1932957,0.84
0.08560656,0.25582123,0.88
0.02625161,-0.22889607,0.88
0.05745634,0.53749961,0.77
0.03372322,0.2289207,0.82
0.05629468,-0.08056154,0.89
0.03381718,0.3109543,0.82
0.04039673,0.05161519,0.9
0.05385594,-0.09978975,0.84
0.05301827,0.23761877,0.88
0.04908887,-0.14615628,0.92
0.02341381,0.11182562,0.94
0.03787297,-0.10990064,0.87
0.03315788,-0.07907157,0.89
0.03656884,0.18349272,0.87
0.03499889,0.13714726,0.83
0.02882051,0.00261225,0.75
0.02773861,-0.15078892,0.78
0.04482729,0.13824682,0.85
0.02064015,-0.17198908,0.83
0.06654905,0.22950827,0.75
0.03370528,-0.19571613,0.85
0.04267147,0.35698569,0.88
0.06399146,0.2596789,0.87
0.03393135,-0.17590992,0.89
0.02725453,-0.21345674,0.87
0.03282654,0.01284667,0.88
0.08851758,0.42605397,0.68
0.02478965,-0.10982038,0.84
0.02780187,-0.02780509,0.91
0.03638038,-0.09015263,0.64
0.05607076,-0.09995672,0.84
0.05350071,0.48116368,0.9
0.03065245,-0.30946884,0.62
0.0427806,-0.1115775,0.94
0.09163073,-0.02333789,0.86
0.06531586,-0.12352616,0.81
0.04681795,0.19976892,0.86
0.02701851,0.1704662,0.88
0.03961121,-0.01640406,0.79
0.02101968,-0.32765639,0.85
0.02844476,0.0892605,0.89
0.0144192,-0.16828613,0.8
0.02920692,-0.14730369,0.88
0.06403551,0.20283374,0.83
0.07393776,-0.04298338,0.72
0.06666953,0.0810219,0.92
0.06264253,-0.28063521,0.94
0.01585449,-0.23658428,0.89
0.06564716,0.03205456,0.84
0.10622901,0.46987665,0.88
0.09050097,0.19116074,0.8
0.04175035,0.09070391,0.79
0.04242535,-0.25143623,0.84
0.10408042,0.19957405,0.91
0.01618281,-0.08053876,0.9
0.03471012,-0.17417064,0.86
0.05288618,0.02068955,0.79
0.04041013,0.27385899,0.88
0.05989105,-0.04821493,0.85
0.02533823,-0.18858258,0.87
0.04651679,0.2279302,0.72
0.03642059,-0.10973048,0.9
0.05086298,-0.24614917,0.86
0.05115534,0.08609282,0.87
0.0392569,0.19646464,0.85
0.01230695,-0.30033907,0.88
0.04811746,0.23958205,0.96
0.04874115,0.16487506,0.88
0.05212826,-0.05619472,0.9
0.04388253,0.25968832,0.95
0.04272559,-0.40250489,0.84
0.04569203,0.16414736,0.84
0.03970154,-0.12761176,0.92
0.02232551,-0.20202893,0.94
0.03774308,0.08325116,0.88
0.06148344,0.11944014,0.83
0.07870496,0.22643742,0.89
0.06983595,-0.14657934,0.9
0.04856852,0.37318191,0.74
0.05442073,0.33070791,0.92
0.03430729,-0.33131388,0.8
0.03054611,-0.0853403,0.85
0.04295507,0.18224691,0.83
0.04502129,-0.06371593,0.92
0.06822477,0.02712102,0.85
0.03960121,-0.19399814,0.84
0.05137648,0.46909878,0.94
0.0265029,0.18268399,0.8
0.03088957,0.01178325,0.87
0.07683724,0.07552775,0.82
0.04772794,0.07876319,0.94
0.02039805,-0.23095995,0.82
0.02487257,0.10387036,0.86
0.0532752,-0.01945725,0.91
0.02719771,-0.09433863,0.87
0.02360454,-0.43637946,0.8
0.03172946,0.02775984,0.83
0.01820104,-0.09124503,0.9
0.01567566,-0.40564978,0.86
0.02265546,-0.36337322,0.8
0.04337208,-0.24022597,0.93
0.03801106,-0.11023142,0.67
0.02065696,0.11359268,0.93
0.01958395,0.05603115,0.83
0.0333675,0.06202351,0.82
0.06188705,0.09181678,0.95
0.05496328,0.17251298,0.8
0.07439424,0.32833615,0.88
0.08319214,0.71365601,0.82
0.05169844,-0.03007875,0.94
0.02964766,-0.02100768,0.82
0.04084656,-0.20863527,0.74
0.03612816,-0.17040938,0.78
0.08997293,0.1849933,0.91
0.04682092,0.39322948,0.67
0.03181219,-0.00221121,0.8
0.03355907,0.03181113,0.84
0.02192814,0.14962745,0.92
0.0280155,-0.18579902,0.9
0.03427677,0.39966151,0.85
0.04450287,-0.05898297,0.9
0.03148742,0.05950365,0.93
0.045322,0.04055732,0.81
0.02993239,-0.08969148,0.93
0.03938124,-0.14962362,0.94
0.04730331,-0.30762374,0.89
0.02933159,-0.11655392,0.91
0.05135208,-0.02480597,0.81
0.05976804,0.04617017,0.74
0.04196735,0.0045935,0.81
0.03392387,-0.13900277,0.85
0.04287247,-0.15433954,0.9
0.04103482,-0.06396779,0.87
0.02463605,-0.17601693,0.84
0.05218255,-0.08867273,0.92
0.02854688,-0.06282861,0.91
0.01821075,-0.01580592,0.88
0.0571807,0.04594412,0.78
0.04429806,0.13796553,0.84
0.03185652,-0.00616831,0.88
0.01991623,-0.36251411,0.76
0.036024,-0.04697353,0.87
0.05289437,0.25002119,0.77
0.06459936,0.28154811,0.76
0.031544,-0.13032535,0.88
0.03937132,-0.19216248,0.77
0.01625014,-0.01589258,0.92
0.04194936,-0.19623715,0.8
0.06455837,0.06690069,0.93
0.06182767,0.32367426,0.91
0.04089966,0.34131324,0.86
0.01315805,-0.14221749,0.86
0.04293168,-0.04969193,0.88
0.06115374,0.25684634,0.9
0.03801568,-0.04665108,0.82
0.07529086,0.20837146,0.84
0.03502945,-0.35202706,0.82
0.05674618,0.30610654,0.86
0.04857929,-0.19108774,0.91
0.04903165,-0.08568238,0.84
0.01931453,-0.12310985,0.78
0.02308866,-0.31125748,0.78
0.01396567,-0.09987567,0.82
0.0193646,-0.39187485,0.92
0.02214985,-0.1859331,0.83
0.03391359,0.12696554,0.78
0.04047472,0.36545387,0.77
0.06083919,-0.20268001,0.89
0.03574434,-0.06467515,0.88
0.0448151,0.1145119,0.87
0.04534066,-0.18835966,0.94
0.04203017,-0.07421508,0.82
0.0540163,0.0337033,0.74
0.04665059,0.34591261,0.88
0.04484544,-0.15879413,0.81
0.03479593,-0.164983,0.78
0.06926899,0.45368129,0.88
0.04768126,-0.30255708,0.8
0.06641857,0.30489185,0.71
0.02426194,-0.05543697,0.8
0.06505083,0.23975194,0.87
0.08044478,-0.54585558,0.74
0.06424449,0.32757455,0.91
0.05600591,0.70665634,0.84
0.0366073,-0.2365175,0.89
0.02673446,-0.39075765,0.87
0.05053325,-0.31593239,0.94
0.05364905,-0.08613971,0.85
0.04929049,-0.27720311,0.82
0.06189968,0.28351349,0.9
0.073493,-0.24003482,0.87
0.07042694,-0.17361742,0.89
0.05954109,-0.06528889,0.89
0.06975265,0.17990935,0.88
0.04941899,0.37261155,0.92
0.03948168,-0.02355753,0.88
0.04375134,0.19166659,0.86
0.05168737,-0.16580367,0.76
0.04401504,-0.06396836,0.75
0.02904269,-0.1153419,0.81
0.02759192,-0.00012451,0.74
0.06827763,0.4537425,0.69
0.03989849,0.18372621,0.8
0.03061806,-0.14193717,0.73
0.05153333,-0.09727503,0.86
0.0616883,-0.25985149,0.72
0.04422296,-0.09791015,0.79
0.02044031,-0.23144111,0.78
0.07612823,-0.28020483,0.84
0.04531342,0.37249535,0.88
0.04231805,-0.14079796,0.84
0.02893947,-0.09733621,0.83
0.02763223,-0.33033669,0.78
0.03296346,0.08760066,0.84
0.03124645,-0.24489732,0.88
0.06042348,0.34045151,0.8
0.02937492,-0.12093748,0.77
0.03808769,-0.01083284,0.93
0.02106417,-0.07267946,0.9
0.04256459,-0.21649936,0.91
0.05538738,-0.08313733,0.97
0.0203899,-0.38857496,0.87
0.02588549,0.00824595,0.86
0.05143441,0.16437568,0.83
0.0386177,-0.44465929,0.91
0.03805771,-0.34141213,0.78
0.0651059,-0.12468282,0.8
0.04420537,0.20766574,0.9
0.03414515,0.1626488,0.84
0.03065484,-0.32363343,0.81
0.05365506,0.47484905,0.89
0.04071032,-0.24525654,0.85
0.03967458,0.0437559,0.93
0.0713475,0.12040018,0.81
0.03411221,-0.14566302,0.9
0.07669106,-0.06201002,0.92
0.04632904,0.1373648,0.82
0.02176172,-0.13735537,0.82
0.03973619,-0.26551557,0.86
0.0530441,0.17037371,0.91
0.05557202,-0.03057991,0.8
0.05221613,-0.08439543,0.92
0.03679146,0.03879177,0.82
0.04365483,-0.05534711,0.91
0.04397016,-0.06747666,0.94
0.03940972,0.01248847,0.88
0.03676549,-0.16783482,0.91
0.02516581,-0.27457756,0.77
0.01910007,-0.27707332,0.91
0.03255507,-0.35436365,0.85
0.05359746,-0.02678792,0.9
0.02239355,-0.16105613,0.85
0.02376707,-0.27389312,0.91
0.05286321,0.33635488,0.82
0.05590132,-0.25678194,0.87
0.02494727,0.00604589,0.85
0.05435746,0.10151304,0.93
0.03583779,0.18559888,0.71
0.05448479,-0.15098451,0.92
0.03010388,-0.23924404,0.93
0.03667575,-0.32568794,0.88
0.06262544,0.15745996,0.89
0.04604751,-0.03899163,0.83
0.04793419,-0.07302213,0.91
0.03841199,-0.06157187,0.85
0.06475657,0.30942801,0.93
0.0531439,0.37613565,0.89
0.02507768,0.24091704,0.77
0.04664813,-0.11562454,0.89
0.0228962,-0.24806763,0.89
0.03591063,0.47840905,0.85
0.03693678,-0.09913068,0.67
0.0698951,-0.20269874,0.69
0.03365265,-0.05199484,0.75
0.02652286,-0.11726483,0.89
0.05983017,0.21795158,0.82
0.0597927,-0.0186984,0.91
0.04464842,-0.06400768,0.81
0.03069364,-0.02292938,0.83
0.05404168,0.32992584,0.91
0.02236012,-0.34654966,0.82
0.02464315,0.08395062,0.78
0.07631025,-0.00477893,0.85
0.05046716,-0.57468319,0.87
0.0789783,0.24163477,0.8
0.02248845,-0.15048128,0.87
0.03081625,-0.18264756,0.95
0.04028971,0.16998857,0.89
0.05231262,0.3393321,0.91
0.03261935,-0.13291986,0.87
0.05098107,0.41911763,0.84
0.06932712,0.09722745,0.84
0.06304283,0.36596495,0.88
0.05507025,0.30338323,0.9
0.03144466,-0.30290917,0.81
0.06857169,-0.08146377,0.92
0.02930289,-0.02980092,0.89
0.10111374,0.36679202,0.76
0.04847454,0.16977996,0.92
0.03071915,-0.0382234,0.94
0.06346285,-0.23401502,0.9
0.05364056,0.46442103,0.88
0.03846964,0.06601518,0.89
0.03258832,0.0077684,0.8
0.02474792,-0.30236036,0.82
0.06409474,0.10161456,0.82
0.03193594,-0.24045117,0.92
0.05123951,0.16740033,0.77
0.04824071,-0.19006018,0.92
0.0427195,0.12889995,0.88
0.02869095,-0.27978456,0.83
0.07218668,0.13197605,0.82
0.07376488,-0.26875836,0.96
0.03863588,0.27880508,0.69
0.02933261,0.04544948,0.8
0.02940315,0.00725811,0.89
0.05245944,-0.14198861,0.86
0.03452014,0.00030873,0.89
0.04695883,-0.10396286,0.79
0.036263,0.09849426,0.89
0.05197029,-0.00223923,0.9
0.07201143,0.0444393,0.91
0.0679011,0.2832028,0.84
0.04660276,0.09381439,0.9
0.04627063,-0.21195538,0.92
0.05053852,-0.23897231,0.85
0.05374201,-0.14304343,0.91
0.05917297,-0.00098315,0.88
0.02844065,-0.07319604,0.93
0.04442075,-0.01074455,0.79
0.04586183,-0.00523954,0.93
0.04482451,0.10464267,0.9
0.02511541,0.18505083,0.84
0.03033519,0.02183415,0.82
0.03565148,-0.18398805,0.81
0.04148215,0.3164531,0.96
0.05854113,-0.11915489,0.88
0.01844707,-0.12834527,0.93
0.02825593,-0.0131222,0.95
0.04150363,-0.26554272,0.95
0.0348848,0.22852936,0.77
0.06405064,0.65826333,0.91
0.03462346,-0.02018227,0.91
0.04337019,0.14046066,0.93
0.06688871,-0.19060306,0.92
0.06511144,0.12373444,0.89
0.04646108,0.14288607,0.85
0.07625505,0.25216228,0.9
0.03046317,-0.17921866,0.92
0.03635401,0.0935549,0.74
0.03878026,0.10867859,0.88
0.04073887,-0.19610885,0.9
0.03840724,0.34516159,0.94
0.03159024,0.13231044,0.89
0.02472727,-0.24908221,0.81
0.06470139,0.2815178,0.86
0.08528086,0.40206859,0.89
0.07017778,0.05367774,0.82
0.04666221,0.02508156,0.79
0.03904409,-0.24343139,0.97
0.05163277,-0.14007638,0.91
0.04736276,-0.21840607,0.82
0.02002553,-0.28316027,0.86
0.07639915,0.06533638,0.87
0.12384178,0.42866936,0.88
0.07052405,0.30240417,0.88
0.09501702,0.10814032,0.92
0.08720195,0.44912848,0.86
0.03981726,0.16680439,0.95
0.03771276,-0.1840656,0.91
0.05238305,-0.06431596,0.86
0.04171919,0.28912178,0.78
0.09845158,0.57332426,0.89
0.04055637,-0.23936105,0.84
0.02258324,-0.25600192,0.85
0.03917969,0.00099134,0.91
0.03843263,0.14954032,0.89
0.05894221,-0.02230855,0.95
0.03439609,-0.35993427,0.93
0.05740508,-0.12712711,0.92
0.08959544,0.13282673,0.77
0.04845577,-0.14666219,0.92
0.03628208,0.01888716,0.94
0.0779222,0.05687428,0.91
0.0387945,-0.34462985,0.87
0.05305395,0.01758193,0.93
0.04337735,-0.32022741,0.79
0.05558928,-0.0321696,0.98
0.05479034,-0.13462244,0.82
0.02258254,-0.15711601,0.91
0.04618908,0.2240591,0.9
0.06126517,-0.19790755,0.91
0.02889283,0.13867256,0.99
0.04469632,-0.2375441,0.97
0.02388903,-0.0711345,0.92
0.02105524,-0.24231982,0.93
0.10410976,0.50885826,0.96
0.03944652,-0.21089341,0.97
0.04208202,0.11442919,0.84
0.03267155,-0.11712459,0.92
0.03446014,-0.32295725,0.89
0.05085431,-0.0596816,0.94
0.07282861,-0.08890497,0.94
0.02804838,0.2043256,0.89
0.05306054,0.23783037,0.85
0.05428267,-0.21388745,0.85
0.03791364,-0.10831846,0.81
0.05051931,0.57590103,0.94
0.07575683,-0.31547078,0.92
0.0427495,0.04758029,0.87
0.06644056,-0.03798988,0.93
0.04398781,0.07763959,0.8
0.06532136,-0.04055097,0.91
0.03333477,-0.01939194,0.79
0.03423828,0.28534913,0.69
0.02549538,-0.17996392,0.92
0.10167021,0.87202996,0.85
0.03604808,-0.02754897,0.92
0.06036276,0.34180808,0.91
0.05328774,-0.12188162,0.87
0.02878976,-0.22843976,0.81
0.03908815,-0.05812556,0.88
0.03466001,0.21071734,0.86
0.0352631,-0.12678276,0.9
0.02670542,-0.29175824,0.82
0.01878119,-0.19510926,0.95
0.0450088,0.02102157,0.98
0.05406984,-0.09344761,0.9
0.05958265,0.35852769,0.9
0.02131205,-0.07524145,0.84
0.03682861,0.10079727,0.84
0.06905269,0.47121155,0.96
0.07565345,0.14944984,0.85
0.06182106,-0.23432685,0.92
0.03763173,0.03054032,0.74
0.06143418,-0.08147465,0.92
0.08094513,0.12144139,0.95
0.0810307,0.23461786,0.94
0.04069475,-0.02435977,0.85
0.03898061,-0.34909251,0.87
0.04464417,-0.0511115,0.9
0.04868413,0.68089366,0.9
0.04052058,-0.13542233,0.83
0.03773054,-0.32837018,0.87
0.03416074,-0.10402275,0.87
0.02252173,-0.14056072,0.97
0.05634378,0.00572852,0.91
0.02221754,-0.29798216,0.83
0.04266824,-0.06939257,0.94
0.02931634,-0.15857549,0.94
0.04741223,-0.00067282,0.92
0.06967805,-0.0472145,0.93
0.05567484,0.79278958,0.85
0.0434918,-0.20200896,0.95
0.0353453,-0.13366619,0.92
0.03568153,0.15257017,0.94
0.02794758,0.04965879,0.86
0.05950119,0.03038682,0.93
0.03753168,-0.05391772,0.94
0.03511689,-0.03556456,0.95
0.04665904,-0.11461073,0.89
0.05124793,-0.16618811,0.81
0.03349216,-0.31330544,0.88
0.02863446,-0.04945305,0.87
0.08064131,0.01508994,0.89
0.02146649,-0.1246613,0.82
0.01695472,-0.26734078,0.88
0.03454695,-0.24599768,0.89
0.03013358,-0.13400412,0.92
0.04325109,-0.03665234,0.93
0.05281353,0.05337297,0.91
0.04786965,-0.10886179,0.93
0.07061297,-0.22886154,0.93
0.0538398,0.33969477,0.76
0.05812187,-0.12762499,0.91
0.0412884,0.07206398,0.93
0.0358656,0.02358584,0.91
0.04830525,0.43158576,0.79
0.03053893,-0.28762469,0.91
0.05781925,-0.17117964,0.96
0.01476195,-0.07997952,0.93
0.03445608,0.08082848,0.91
0.028787,0.15016857,0.94
0.05142209,-0.07417978,0.91
0.07010923,0.14784637,0.86
0.03415883,-0.02101613,0.9
0.04820098,0.14969562,0.91
0.05213177,0.21099852,0.85
0.02964416,-0.35908535,0.8
0.02987669,-0.29068583,0.84
0.04201517,0.29769492,0.9
0.05455708,0.12604219,0.84
0.03197032,0.08225235,0.96
0.06170157,-0.12677498,0.86
0.02900676,-0.14434826,0.9
0.06733474,0.29908007,0.92
0.02778666,-0.19978806,0.82
0.08086254,0.02816439,0.87
0.04215798,-0.03022777,0.96
0.07044391,0.15098624,0.95
0.06547771,0.18271929,0.88
0.06776179,-0.16774054,0.96
0.05851387,0.15938656,0.94
0.04608588,0.02859682,0.97
0.03530791,-0.248436,0.87
0.06085902,0.16918015,0.97
0.05878515,0.28886268,0.87
0.06583486,0.07888035,0.88
0.06390351,-0.0253715,0.93
0.02724025,-0.00728124,0.9
0.02133349,-0.04936728,0.95
0.0232419,0.21050103,0.91
0.04638642,-0.21918663,0.93
0.04733463,-0.20511365,0.86
0.03322974,0.14753558,0.9
0.0482437,0.14804508,0.9
0.04271391,-0.26693931,0.93
0.02170875,-0.07332401,0.88
0.03614695,-0.25592995,0.99
0.04611594,0.00892703,0.92
0.05525408,0.03313775,0.87
0.02396934,-0.1459844,0.82
0.04377929,-0.16250423,0.88
0.03711599,-0.2637237,0.81
0.07743825,0.07812909,0.85
0.04405946,0.01828794,0.94
0.04265553,0.20412791,0.94
0.02886935,0.15256423,0.9
0.06322772,0.06318963,0.79
0.02560873,-0.09736315,0.89
0.03812277,0.03701551,0.86
0.0803185,-0.0279206,0.85
0.02773109,-0.26761127,0.87
0.05458487,-0.18409029,0.94
0.06114985,-0.36339059,0.97
0.03945746,-0.30120847,0.86
0.04717924,-0.02568231,0.86
0.03959721,0.02528301,0.9
0.04531337,0.14499801,0.9
0.02800173,0.08997641,0.9
0.0636468,0.28518116,0.92
0.02586818,-0.15500371,0.88
0.05641303,0.22032426,0.88
0.041845,-0.16291197,0.96
0.04477979,0.03014627,0.87
0.02386311,0.14372607,0.93
0.05852324,0.23681171,0.94
0.02443853,0.11128215,0.94
0.06188612,0.09413506,0.95
0.02391273,-0.19425921,0.81
0.06065754,0.18909827,0.8
0.04424442,0.0587808,0.94
0.06917432,-0.01480701,0.97
0.03783381,0.06877857,0.91
0.05247598,0.35721073,0.96
0.03615947,-0.29716972,0.96
0.02920272,-0.13962263,0.93
0.05277513,0.28202742,0.91
0.027829,-0.08483306,0.84
0.05055238,0.05112252,0.85
0.02261967,0.08448509,0.64
0.03209957,-0.28682917,0.91
0.04123014,-0.00293138,0.97
0.02487376,-0.26382223,0.9
0.10406001,-0.01340902,0.96
0.0383995,-0.06396907,0.89
0.02378779,-0.14055434,0.94
0.03488558,0.21074778,0.95
0.02539703,-0.24180251,0.94
0.03581298,-0.05711324,0.86
0.03784547,-0.08325858,0.93
0.02373216,-0.06270172,0.81
0.06998467,0.37071428,0.94
0.03790479,0.03516484,0.78
0.06341141,-0.09074555,0.91
0.03763892,0.08304946,0.96
0.03668324,-0.1805166,0.93
0.05024378,0.19047873,0.88
0.06475393,0.22888613,0.93
0.06994712,0.01415329,0.96
0.04181012,-0.08143976,0.93
0.0486935,-0.21275735,0.88
0.02938602,0.22188777,0.93
0.02914305,-0.23075055,0.93
0.05254682,-0.03971113,0.98
0.02963387,-0.07526929,0.88
0.07915078,0.1595026,0.95
0.0268892,-0.19638005,0.96
0.04171859,-0.22769083,0.92
0.02438667,-0.09615076,0.97
0.02016269,-0.19671427,0.92
0.04871473,-0.18355323,0.88
0.03365727,0.1460681,0.78
0.07903327,-0.03204477,0.93
0.04327606,-0.14216599,0.94
0.07735257,0.42291635,0.93
0.02694628,-0.10096946,0.88
0.03789923,0.07294876,0.86
0.02388881,-0.00048193,0.97
0.03601747,0.09151578,0.93
0.05384734,0.3283594,0.87
0.04992319,0.04523446,0.93
0.02331348,-0.32270613,0.91
0.06417825,-0.11527875,0.9
0.07057507,0.35115191,0.8
0.02901747,-0.01539601,0.8
0.04811917,0.18675707,0.84
0.05902771,0.26252356,0.92
0.06137216,0.3221117,0.96
0.06802635,0.41091737,0.91
0.05362291,0.16757044,0.93
0.04115339,0.38686347,0.86
0.07170909,0.0634763,0.94
0.03924783,-0.16736811,0.95
0.03746233,0.14655562,0.85
0.07319082,-0.1547398,0.87
0.04939853,0.04184092,0.9
0.0480605,-0.14970246,0.95
0.01936768,-0.04559834,0.94
0.04459142,-0.01378628,0.91
0.06993052,0.36537424,0.89
0.04333379,0.18445067,0.97
0.05230454,0.20343792,0.92
0.04010922,-0.17660578,0.97
0.04155221,-0.27268788,0.79
0.0257078,-0.12009932,0.91
0.03991233,0.45854053,0.92
0.05202783,0.05249896,0.9
0.11072993,0.44854268,0.91
0.03642272,0.17910428,0.89
0.05221197,-0.19203505,0.94
0.02512899,-0.03705063,0.9
0.04887428,-0.11376423,0.93
0.04481006,0.43453485,0.96
0.04966066,0.35673642,0.92
0.09361233,0.78541309,0.96
0.01707528,-0.17235349,0.95
0.07922729,0.18971442,0.93
0.03402115,0.05454972,0.96
0.03672075,-0.24600995,0.94
0.04483988,-0.02362686,0.94
0.02741182,-0.04534779,0.88
0.09226552,0.2106438,0.97
0.08666714,0.09941176,0.91
0.03742654,0.0965047,0.92
0.04701895,-0.26674363,0.89
0.04439864,0.01585662,0.7
0.03506707,-0.25896978,0.94
0.04330576,-0.18527208,0.93
0.09153428,0.39036092,0.97
0.05826923,0.22173131,0.93
0.04061551,0.21710733,0.94
0.0549645,-0.07247584,0.91
0.01735769,-0.09666584,0.96
0.06474832,0.70601225,0.86
0.02859295,-0.29740673,0.9
0.05518241,-0.1941472,0.96
0.02860769,0.0244644,0.92
0.06542144,0.34568518,0.89
0.05158398,-0.25870594,0.96
0.0224233,-0.10101264,0.97
0.03321433,-0.1538374,0.88
0.02520251,-0.01719578,0.87
0.06004041,-0.07947798,0.9
0.02982101,-0.04214453,0.93
0.08917505,-0.12967062,0.96
0.02729332,0.15983537,0.82
0.02724348,-0.18766381,0.95
0.0108231,-0.41221753,0.96
0.02135552,-0.0497025,0.85
0.06802525,0.42609996,0.92
0.07879947,0.39073199,0.93
0.07303736,0.18485302,0.89
0.03711241,0.34980023,0.94
0.04510739,-0.12243614,0.9
0.07042436,0.64125699,0.92
0.02400819,-0.01374833,0.95
0.04435553,0.42456603,0.94
0.02701354,-0.09052605,0.95
0.02281361,-0.25788531,0.95
0.04136072,0.02393191,0.95
0.05460471,0.11564749,0.85
0.02369916,-0.03716703,0.76
0.05578776,-0.09180045,0.88
0.0718433,0.53280878,0.74
0.05664515,0.32963711,0.87
0.01905806,-0.19437195,0.69
0.02033554,-0.12495381,0.87
0.03099006,-0.20426792,0.9
0.0432892,0.16555305,0.92
0.06440973,0.1193277,0.85
0.0487588,0.11858691,0.91
0.0544986,0.14488676,0.89
0.02824127,-0.16638315,0.96
0.02034152,-0.04881774,0.87
0.04693135,-0.19913584,0.92
0.03606615,0.13318391,0.93
0.01909976,-0.16043507,0.88
0.05248006,-0.14390069,0.88
0.0325083,0.04581224,0.93
0.07850278,-0.19583474,0.98
0.05140612,0.39853111,0.93
0.04181708,0.06341192,0.87
0.01878985,-0.23427524,0.95
0.0170151,-0.17452195,0.9
0.03325856,-0.18525442,0.89
0.05475112,-0.07886121,0.94
0.04342705,0.39117533,0.92
0.02490983,-0.2233513,0.91
0.04812038,-0.18596081,0.97
0.05728196,-0.2315753,0.94
0.03297019,-0.05080007,0.92
0.06955468,0.35438162,0.86
0.02555728,-0.08195703,0.88
0.06111798,-0.1113261,0.97
0.05563691,-0.26505163,0.95
0.03731412,-0.27356258,0.95
0.08626096,0.22406723,0.97
0.10051392,0.72720593,0.9
0.04295215,-0.18696538,0.78
0.04571677,0.01040687,0.86
0.061212,0.03254448,0.82
0.06508404,0.22907996,0.96
0.06405204,-0.15887506,0.8
0.1058378,0.17057653,0.83
0.06496046,0.37633002,0.8
0.05971991,-0.03695675,0.88
0.07941388,0.23328596,0.91
0.03667393,0.01402345,0.91
0.02275474,-0.01613235,0.88
0.03798119,0.01328656,0.94
0.05524107,0.01075721,0.85
0.0757765,-0.25476229,0.9
0.04856568,-0.09310074,0.82
0.10723718,0.11503463,0.82
0.06963143,0.0744851,0.93
0.04921069,-0.0756982,0.75
0.0614625,0.32169822,0.85
0.07998425,-0.06450897,0.9
0.06328019,-0.27490419,0.95
0.02819831,-0.23176168,0.87
0.11244754,0.75458235,0.87
0.06079382,0.09075394,0.91
0.05727129,0.17022558,0.87
0.01769177,-0.30001879,0.9
0.03859504,-0.04911783,0.93
0.04874846,-0.16822392,0.97
0.06243151,0.27377638,0.96
0.05970132,0.15502942,0.88
0.03444371,-0.20920502,0.93
0.03070564,-0.20008481,0.95
0.02818186,-0.24437581,0.92
0.0563291,0.08989047,0.9
0.02908672,-0.12046567,0.92
0.03358055,-0.13014054,0.9
0.05659126,-0.14647609,0.72
0.02825341,-0.05651267,0.87
0.02581332,-0.11858422,0.77
0.03947567,-0.32877231,0.84
0.05785388,-0.23307237,0.75
0.0473704,0.06176572,0.9
0.04709835,0.00092095,0.89
0.08184388,-0.01742548,0.89
0.07980587,0.02606981,0.87
0.07606062,-0.03812633,0.92
0.0420653,0.04544595,0.71
0.09808764,0.36567816,0.82
0.02390641,-0.0948099,0.79
0.02647626,-0.1445795,0.9
0.06180719,-0.03029168,0.84
0.06867236,0.08073819,0.88
0.0419107,-0.23342086,0.77
0.06399003,0.07330702,0.94
0.06202797,0.20216942,0.9
0.04178722,0.11615166,0.85
0.0335333,0.27666259,0.94
0.04474559,-0.16477409,0.9
0.06021171,-0.1613217,0.89
0.04525202,-0.25090906,0.8
0.04736487,-0.11881738,0.83
0.09783133,0.4373275,0.85
0.0783831,0.08943734,0.89
0.04667906,0.01083976,0.84
0.0281073,-0.26297906,0.82
0.05729651,-0.18129365,0.83
0.01621981,-0.05684402,0.86
0.06114975,0.08718959,0.88
0.04225795,0.06683809,0.78
0.05287302,0.41249454,0.78
0.02568193,-0.27441549,0.89
0.0273286,-0.31844437,0.95
0.03359169,-0.29365999,0.9
0.05006891,-0.08445329,0.73
0.02189756,-0.12384704,0.95
0.01997688,-0.19832775,0.84
